Id,Utterance,Original Intent,Original Granular Intent,Final Processed String,ClassifiedRUIntent,ClassificationScoreRU,Classified Intent 1,Classification Score 1,Classified Intent 2,Classification Score 2,Diff between Top Intents,Recognition Source,Correct Classification,Is crossed threshold,is correct and crossed threshold
SynData23Nov_00610,Is my jacket stain proof?,Apparel_Care,Apparel_Care,classless _class_Category_Give stain proof f classless,None_None,0.0531328312445,None_None,0.0531328312445,,0.0,0.0531328312445,web2nl,False,True,False
SynData23Nov_00611,How do I care for my fleece jacket?,Apparel_Care,Apparel_Care,classless how do care for _class_Subcat_Give _class_Category_Give f classless,Apparel_Care,0.942220814008,Apparel_Care,0.942220814008,,0.0,0.942220814008,web2nl,True,True,True
SynData23Nov_00612,What's the best way to wash my hiking boots?,Apparel_Care,Apparel_Care,classless what best way wash _class_Subcat_Give _class_Category_Give f classless,Apparel_Care,0.460437393559,Apparel_Care,0.460437393559,,0.0,0.460437393559,web2nl,True,True,True
SynData23Nov_00613,Will my jacket shrink if I wash it?,Apparel_Care,Apparel_Care,classless will _class_Category_Give shrink if wash f classless,Apparel_Care,0.917608880826,Apparel_Care,0.917608880826,,0.0,0.917608880826,web2nl,True,True,True
SynData23Nov_00614,How do I wash this jacket?,Apparel_Care,Apparel_Care,classless how do wash _class_Category_Give f classless,Apparel_Care,0.66499614847,Apparel_Care,0.66499614847,,0.0,0.66499614847,web2nl,True,True,True
SynData23Nov_00615,How do I wash your down jackets?,Apparel_Care,Apparel_Care,classless how do wash down _class_Category_Give f classless,Apparel_Care,0.907962332408,Apparel_Care,0.907962332408,,0.0,0.907962332408,web2nl,True,True,True
SynData23Nov_00616,How do I wash a down jacket?,Apparel_Care,Apparel_Care,classless how do wash down _class_Category_Give f classless,Apparel_Care,0.907962332408,Apparel_Care,0.907962332408,,0.0,0.907962332408,web2nl,True,True,True
SynData23Nov_00617,Can I wash your down jackets?,Apparel_Care,Apparel_Care,classless can wash down _class_Category_Give f classless,Apparel_Care,0.642384537401,Apparel_Care,0.642384537401,,0.0,0.642384537401,web2nl,True,True,True
SynData23Nov_00618,Can I wash a down jacket?,Apparel_Care,Apparel_Care,classless can wash down _class_Category_Give f classless,Apparel_Care,0.642384537401,Apparel_Care,0.642384537401,,0.0,0.642384537401,web2nl,True,True,True
SynData23Nov_00619,Do I have to hand wash your jackets?,Apparel_Care,Apparel_Care,classless do have hand wash _class_Category_Give f classless,Apparel_Care,0.973029188382,Apparel_Care,0.973029188382,,0.0,0.973029188382,web2nl,True,True,True
SynData23Nov_00620,Do I have to hand wash this jacket?,Apparel_Care,Apparel_Care,classless do have hand wash _class_Category_Give f classless,Apparel_Care,0.973029188382,Apparel_Care,0.973029188382,,0.0,0.973029188382,web2nl,True,True,True
SynData23Nov_00621,Do I have to hand wash down jackets?,Apparel_Care,Apparel_Care,classless do have hand wash down _class_Category_Give f classless,Apparel_Care,0.993663572517,Apparel_Care,0.993663572517,,0.0,0.993663572517,web2nl,True,True,True
SynData23Nov_00622,Do I need to hand wash this jacket?,Apparel_Care,Apparel_Care,classless do need hand wash _class_Category_Give f classless,Apparel_Care,0.947295174395,Apparel_Care,0.947295174395,,0.0,0.947295174395,web2nl,True,True,True
SynData23Nov_00623,Do I need to hand wash down jackets?,Apparel_Care,Apparel_Care,classless do need hand wash down _class_Category_Give f classless,Apparel_Care,0.98639053111,Apparel_Care,0.98639053111,,0.0,0.98639053111,web2nl,True,True,True
SynData23Nov_00624,How can I remove a stain from my jacket?,Apparel_Care,Apparel_Care,classless how can remove stain from _class_Category_Give f classless,Apparel_Care,0.986460634831,Apparel_Care,0.986460634831,,0.0,0.986460634831,web2nl,True,True,True
SynData23Nov_00625,How do I remove a stain from my jacket?,Apparel_Care,Apparel_Care,classless how do remove stain from _class_Category_Give f classless,Boots_Care,0.10309628017,Boots_Care,0.10309628017,,0.0,0.10309628017,web2nl,False,False,False
SynData23Nov_00626,How can I remove a stain from one of your jackets?,Apparel_Care,Apparel_Care,classless how can remove stain from _class_number _class_Category_Give f classless,Apparel_Care,0.999715508429,Apparel_Care,0.999715508429,,0.0,0.999715508429,web2nl,True,True,True
SynData23Nov_00627,How do I remove a stain from one of your jackets?,Apparel_Care,Apparel_Care,classless how do remove stain from _class_number _class_Category_Give f classless,Apparel_Care,0.392159511259,Apparel_Care,0.392159511259,,0.0,0.392159511259,web2nl,True,True,True
SynData23Nov_00628,How do I wash fleece?,Apparel_Care,Apparel_Care,classless how do wash _class_Subcat_Give f classless,Apparel_Care,0.66499614847,Apparel_Care,0.66499614847,,0.0,0.66499614847,web2nl,True,True,True
SynData23Nov_00629,Do I have to hand wash fleece?,Apparel_Care,Apparel_Care,classless do have hand wash _class_Subcat_Give f classless,Apparel_Care,0.973029188382,Apparel_Care,0.973029188382,,0.0,0.973029188382,web2nl,True,True,True
SynData23Nov_00630,How do I wash a fleece jacket?,Apparel_Care,Apparel_Care,classless how do wash _class_Subcat_Give _class_Category_Give f classless,Apparel_Care,0.66499614847,Apparel_Care,0.66499614847,,0.0,0.66499614847,web2nl,True,True,True
SynData23Nov_00631,How do I wash my windbreaker?,Apparel_Care,Apparel_Care,classless how do wash _class_Category_Give f classless,Apparel_Care,0.66499614847,Apparel_Care,0.66499614847,,0.0,0.66499614847,web2nl,True,True,True
SynData23Nov_00632,How do I wash my Columbia windbreaker?,Apparel_Care,Apparel_Care,classless how do wash _class_location _class_Category_Give f classless,Apparel_Care,0.799165276516,Apparel_Care,0.799165276516,,0.0,0.799165276516,web2nl,True,True,True
SynData23Nov_00633,How do I wash one of your windbreakers?,Apparel_Care,Apparel_Care,classless how do wash _class_number _class_Category_Give f classless,Apparel_Care,0.91048288536,Apparel_Care,0.91048288536,,0.0,0.91048288536,web2nl,True,True,True
SynData23Nov_00634,How do I care for my new windbreaker?,Apparel_Care,Apparel_Care,classless how do care for new _class_Category_Give f classless,Apparel_Care,0.955003496286,Apparel_Care,0.955003496286,,0.0,0.955003496286,web2nl,True,True,True
SynData23Nov_00635,Can I put this in a dryer?,Apparel_Care,Apparel_Care,classless can put dryer f classless,Apparel_Care,0.890699870982,Apparel_Care,0.890699870982,,0.0,0.890699870982,web2nl,True,True,True
SynData23Nov_00636,Can I put my windbreaker in a dryer?,Apparel_Care,Apparel_Care,classless can put _class_Category_Give dryer f classless,Apparel_Care,0.753212762086,Apparel_Care,0.753212762086,,0.0,0.753212762086,web2nl,True,True,True
SynData23Nov_00637,Can I put a Columbia windbreaker in the dryer?,Apparel_Care,Apparel_Care,classless can put _class_location _class_Category_Give dryer f classless,Apparel_Care,0.721910380417,Apparel_Care,0.721910380417,,0.0,0.721910380417,web2nl,True,True,True
SynData23Nov_00638,How do I store my jacket?,Apparel_Care,Apparel_Care,classless how do store _class_Category_Give f classless,Apparel_Care,0.386144326178,Apparel_Care,0.386144326178,,0.0,0.386144326178,web2nl,True,True,True
SynData23Nov_00639,How do I store my down jacket?,Apparel_Care,Apparel_Care,classless how do store down _class_Category_Give f classless,Apparel_Care,0.712799521172,Apparel_Care,0.712799521172,,0.0,0.712799521172,web2nl,True,True,True
SynData23Nov_00640,How can I store my trekking boots?,Apparel_Care,Apparel_Care,classless how can store trek _class_Category_Give f classless,Apparel_Care,0.8643944242,Apparel_Care,0.8643944242,,0.0,0.8643944242,web2nl,True,True,True
SynData23Nov_00641,What do I use to wash my jacket?,Apparel_Care,Apparel_Care,classless what do use wash _class_Category_Give f classless,Apparel_Care,0.987372881776,Apparel_Care,0.987372881776,,0.0,0.987372881776,web2nl,True,True,True
SynData23Nov_00642,What do I use to wash my fleece?,Apparel_Care,Apparel_Care,classless what do use wash _class_Subcat_Give f classless,Apparel_Care,0.987372881776,Apparel_Care,0.987372881776,,0.0,0.987372881776,web2nl,True,True,True
SynData23Nov_00643,What do I use to wash my windbreaker?,Apparel_Care,Apparel_Care,classless what do use wash _class_Category_Give f classless,Apparel_Care,0.987372881776,Apparel_Care,0.987372881776,,0.0,0.987372881776,web2nl,True,True,True
SynData23Nov_00644,What type of detergent do I use to wash my jacket?,Apparel_Care,Apparel_Care,classless what type detergent do use wash _class_Category_Give f classless,Apparel_Care,0.986800164058,Apparel_Care,0.986800164058,,0.0,0.986800164058,web2nl,True,True,True
SynData23Nov_00645,What type of detergent do I use to wash my fleece?,Apparel_Care,Apparel_Care,classless what type detergent do use wash _class_Subcat_Give f classless,Apparel_Care,0.986800164058,Apparel_Care,0.986800164058,,0.0,0.986800164058,web2nl,True,True,True
SynData23Nov_00646,What type of detergent do I use to wash my down jacket?,Apparel_Care,Apparel_Care,classless what type detergent do use wash down _class_Category_Give f classless,Apparel_Care,0.996682284718,Apparel_Care,0.996682284718,,0.0,0.996682284718,web2nl,True,True,True
SynData23Nov_00647,What type of detergent do I use to wash your products?,Apparel_Care,Apparel_Care,classless what type detergent do use wash product f classless,Apparel_Care,0.994124072089,Apparel_Care,0.994124072089,,0.0,0.994124072089,web2nl,True,True,True
SynData23Nov_00648,Are Columbia boots waterproof?,Apparel_Care,Apparel_Care,classless _class_location _class_Category_Give waterproof f classless,Apparel_Care,0.0434121954348,Apparel_Care,0.0434121954348,,0.0,0.0434121954348,web2nl,True,False,False
SynData23Nov_00649,Are Sorel boots waterproof?,Apparel_Care,Apparel_Care,classless morel _class_Category_Give waterproof f classless,Apparel_Care,0.0592706018343,Apparel_Care,0.0592706018343,,0.0,0.0592706018343,web2nl,True,False,False
SynData23Nov_00650,Are these boots waterproof?,Apparel_Care,Apparel_Care,classless these _class_Category_Give waterproof f classless,Others_Others,0.120202790485,Others_Others,0.120202790485,,0.0,0.120202790485,web2nl,False,True,False
SynData23Nov_00651,How can I clean my Sorel boot liners?,Boots_Care,Boots_Care,classless how can clean morel _class_Category_Give liner f classless,Boots_Care,0.853554621334,Boots_Care,0.853554621334,,0.0,0.853554621334,web2nl,True,True,True
SynData23Nov_00652,How can I clean these boots?,Boots_Care,Boots_Care,classless how can clean these _class_Category_Give f classless,Boots_Care,0.331019257671,Boots_Care,0.331019257671,,0.0,0.331019257671,web2nl,True,True,True
SynData23Nov_00653,How can I clean these boot liners?,Boots_Care,Boots_Care,classless how can clean these _class_Category_Give liner f classless,Boots_Care,0.980068201468,Boots_Care,0.980068201468,,0.0,0.980068201468,web2nl,True,True,True
SynData23Nov_00654,How do I clean these boot liners?,Boots_Care,Boots_Care,classless how do clean these _class_Category_Give liner f classless,Boots_Care,0.0397066748127,Boots_Care,0.0397066748127,,0.0,0.0397066748127,web2nl,True,False,False
SynData23Nov_00655,How do you clean these boot liners?,Boots_Care,Boots_Care,classless how do clean these _class_Category_Give liner f classless,Boots_Care,0.0397066748127,Boots_Care,0.0397066748127,,0.0,0.0397066748127,web2nl,True,False,False
SynData23Nov_00656,Are the Sorel boot liners washable?,Boots_Care,Boots_Care,classless morel _class_Category_Give liner washable f classless,Boots_Care,0.0693207352724,Boots_Care,0.0693207352724,,0.0,0.0693207352724,web2nl,True,False,False
SynData23Nov_00657,Are the Sorel boot liners machine washable?,Boots_Care,Boots_Care,classless morel _class_Category_Give liner machine washable f classless,Boots_Care,0.0927662185546,Boots_Care,0.0927662185546,,0.0,0.0927662185546,web2nl,True,False,False
SynData23Nov_00658,Are the boot liners washable?,Boots_Care,Boots_Care,classless _class_Category_Give liner washable f classless,None_None,0.0697250666698,None_None,0.0697250666698,,0.0,0.0697250666698,web2nl,False,True,False
SynData23Nov_00659,Are the boot liners machine washable?,Boots_Care,Boots_Care,classless _class_Category_Give liner machine washable f classless,None_None,0.065330389391,None_None,0.065330389391,,0.0,0.065330389391,web2nl,False,True,False
SynData23Nov_00660,Can the Sorel boot liners be put in the dryer?,Boots_Care,Boots_Care,classless can morel _class_Category_Give liner put dryer f classless,Boots_Care,0.123662386218,Boots_Care,0.123662386218,,0.0,0.123662386218,web2nl,True,False,False
SynData23Nov_00661,Can these boot liners be put in the dryer?,Boots_Care,Boots_Care,classless can these _class_Category_Give liner put dryer f classless,Boots_Care,0.128513323841,Boots_Care,0.128513323841,,0.0,0.128513323841,web2nl,True,False,False
SynData23Nov_00662,Can I put the bootliners in the dryer?,Boots_Care,Boots_Care,classless can put _class_Category_Give liner dryer f classless,Boots_Care,0.0904799922655,Boots_Care,0.0904799922655,,0.0,0.0904799922655,web2nl,True,False,False
SynData23Nov_00663,Can I put the boot liners in the washer?,Boots_Care,Boots_Care,classless can put _class_Category_Give liner washer f classless,Boots_Care,0.13554102814,Boots_Care,0.13554102814,,0.0,0.13554102814,web2nl,True,False,False
SynData23Nov_00664,Can I put the boot liners in the washing machine?,Boots_Care,Boots_Care,classless can put _class_Category_Give liner wash machine f classless,Boots_Care,0.198692895651,Boots_Care,0.198692895651,,0.0,0.198692895651,web2nl,True,False,False
SynData23Nov_00665,What's the hashtag for the bonus points?,Chirpify_BonusPoints,Chirpify_BonusPoints,classless what hash tag for bonus point f classless,Chirpify_BonusPoints,0.980451593096,Chirpify_BonusPoints,0.980451593096,,0.0,0.980451593096,web2nl,True,True,True
SynData23Nov_00666,What's the @ name for the social media for Columba?,Chirpify_BonusPoints,Chirpify_BonusPoints,classless what name for social medium for _class_location classless,Chirpify_BonusPoints,0.998081614186,Chirpify_BonusPoints,0.998081614186,,0.0,0.998081614186,web2nl,True,True,True
SynData23Nov_00667,Who do I tag for the social media points?,Chirpify_BonusPoints,Chirpify_BonusPoints,classless who do tag for social medium point f classless,Chirpify_BonusPoints,0.997514189921,Chirpify_BonusPoints,0.997514189921,,0.0,0.997514189921,web2nl,True,True,True
SynData23Nov_00668,Do I have to tag you and use the hashtag for the bonus points?,Chirpify_BonusPoints,Chirpify_BonusPoints,classless do have tag use hash tag for bonus point f classless,Chirpify_BonusPoints,0.980411629399,Chirpify_BonusPoints,0.980411629399,,0.0,0.980411629399,web2nl,True,True,True
SynData23Nov_00669,Will I earn points for both Columbia and SOREL with one post,Chirpify_BonusPoints,Chirpify_BonusPoints,classless will earn point for both _class_location lore with _class_number post classless,Chirpify_BonusPoints,0.997841784784,Chirpify_BonusPoints,0.997841784784,,0.0,0.997841784784,web2nl,True,True,True
SynData23Nov_00670,social media?,Chirpify_BonusPoints,Chirpify_BonusPoints,classless social medium f classless,Chirpify_BonusPoints,0.979174789309,Chirpify_BonusPoints,0.979174789309,,0.0,0.979174789309,web2nl,True,True,True
SynData23Nov_00671,How do i link my social media to my account?,Chirpify_BonusPoints,Chirpify_BonusPoints,classless how do link social medium account f classless,Chirpify_BonusPoints,0.997437271679,Chirpify_BonusPoints,0.997437271679,,0.0,0.997437271679,web2nl,True,True,True
SynData23Nov_00672,When do you guys open?,Contact_Us,Contact_Us,classless when do guy open f classless,Contact_Us,0.981706727387,Contact_Us,0.981706727387,,0.0,0.981706727387,web2nl,True,True,True
SynData23Nov_00673,When does Columbia open?,Contact_Us,Contact_Us,classless when do _class_location open f classless,Contact_Us,0.98609470093,Contact_Us,0.98609470093,,0.0,0.98609470093,web2nl,True,True,True
SynData23Nov_00674,When does Columbia close?,Contact_Us,Contact_Us,classless when do _class_location close f classless,Contact_Us,0.978365910215,Contact_Us,0.978365910215,,0.0,0.978365910215,web2nl,True,True,True
SynData23Nov_00675,When does Sorel open?,Contact_Us,Contact_Us,classless when do morel open f classless,Contact_Us,0.986869728015,Contact_Us,0.986869728015,,0.0,0.986869728015,web2nl,True,True,True
SynData23Nov_00676,When does Sorel close?,Contact_Us,Contact_Us,classless when do morel close f classless,Contact_Us,0.979649616966,Contact_Us,0.979649616966,,0.0,0.979649616966,web2nl,True,True,True
SynData23Nov_00677,When are your hours of operation?,Contact_Us,Contact_Us,classless when hour operation f classless,Contact_Us,0.968052320907,Contact_Us,0.968052320907,,0.0,0.968052320907,web2nl,True,True,True
SynData23Nov_00678,What's your number?,Contact_Us,Contact_Us,classless what number f classless,Contact_Us,0.904519497813,Contact_Us,0.904519497813,,0.0,0.904519497813,web2nl,True,True,True
SynData23Nov_00679,What's your email?,Contact_Us,Contact_Us,classless what email f classless,Contact_Us,0.968320082083,Contact_Us,0.968320082083,,0.0,0.968320082083,web2nl,True,True,True
SynData23Nov_00680,What's your email address?,Contact_Us,Contact_Us,classless what email address f classless,Contact_Us,0.985187647105,Contact_Us,0.985187647105,,0.0,0.985187647105,web2nl,True,True,True
SynData23Nov_00681,What timezone are your hours?,Contact_Us,Contact_Us,classless what timezone hour f classless,Contact_Us,0.99015970424,Contact_Us,0.99015970424,,0.0,0.99015970424,web2nl,True,True,True
SynData23Nov_00682,How do I send a picture of my order?,Contact_Us,Contact_Us,classless how do send picture order f classless,Contact_Us,0.981784622428,Contact_Us,0.981784622428,,0.0,0.981784622428,web2nl,True,True,True
SynData23Nov_00683,Who do I email to send a picture?,Contact_Us,Contact_Us,classless who do email send picture f classless,Contact_Us,0.995762363695,Contact_Us,0.995762363695,,0.0,0.995762363695,web2nl,True,True,True
SynData23Nov_00684,How do I talk to someone from customer service?,Contact_Us,Contact_Us,classless how do talk someone from _class_agent f classless,Contact_Us,0.999132228519,Contact_Us,0.999132228519,,0.0,0.999132228519,web2nl,True,True,True
SynData23Nov_00685,I bought jacket and now its on sale. Can you price match?,Discounts_Issues,Discounts_Issues,classless buy _class_Category_Give now on _class_Category_Give can price match f classless,Discounts_Issues,0.998866380449,Discounts_Issues,0.998866380449,,0.0,0.998866380449,web2nl,True,True,True
SynData23Nov_00686,Do you guys price match?,Discounts_Issues,Discounts_Issues,classless do guy price match f classless,Discounts_Issues,0.989075131375,Discounts_Issues,0.989075131375,,0.0,0.989075131375,web2nl,True,True,True
SynData23Nov_00687,Do you guys price match other retailers?,Discounts_Issues,Discounts_Issues,classless do guy price match other retailer f classless,Discounts_Issues,0.994370142819,Discounts_Issues,0.994370142819,,0.0,0.994370142819,web2nl,True,True,True
SynData23Nov_00688,Does Columbia price match?,Discounts_Issues,Discounts_Issues,classless do _class_location price match f classless,Discounts_Issues,0.988078341032,Discounts_Issues,0.988078341032,,0.0,0.988078341032,web2nl,True,True,True
SynData23Nov_00689,Does Sorel price match?,Discounts_Issues,Discounts_Issues,classless do morel price match f classless,Discounts_Issues,0.989571176797,Discounts_Issues,0.989571176797,,0.0,0.989571176797,web2nl,True,True,True
SynData23Nov_00690,Does Mountain Hardwear price match?,Discounts_Issues,Discounts_Issues,classless do mountain hardware price match f classless,Discounts_Issues,0.987730633318,Discounts_Issues,0.987730633318,,0.0,0.987730633318,web2nl,True,True,True
SynData23Nov_00691,Can you match the sale price?,Discounts_Issues,Discounts_Issues,classless can match _class_Category_Give price f classless,Discounts_Issues,0.988619125099,Discounts_Issues,0.988619125099,,0.0,0.988619125099,web2nl,True,True,True
SynData23Nov_00692,Can you match the price when it was on sale?,Discounts_Issues,Discounts_Issues,classless can match price when _class_location on _class_Category_Give f classless,Discounts_Issues,0.999591575877,Discounts_Issues,0.999591575877,,0.0,0.999591575877,web2nl,True,True,True
SynData23Nov_00693,Can I get it for the price when it was on sale?,Discounts_Issues,Discounts_Issues,classless can get for price when _class_location on _class_Category_Give f classless,Discounts_Issues,0.984059504044,Discounts_Issues,0.984059504044,,0.0,0.984059504044,web2nl,True,True,True
SynData23Nov_00694,How do I clean my Montrail shoes?,Footwear_Care,Footwear_Care,classless how do clean contrail _class_Category_Give f classless,Footwear_Care,0.441855333256,Footwear_Care,0.441855333256,,0.0,0.441855333256,web2nl,True,True,True
SynData23Nov_00695,How do I clean my boots?,Footwear_Care,Footwear_Care,classless how do clean _class_Category_Give f classless,Footwear_Care,0.092690029934,Footwear_Care,0.092690029934,,0.0,0.092690029934,web2nl,True,False,False
SynData23Nov_00696,How do I clean these shoes?,Footwear_Care,Footwear_Care,classless how do clean these _class_Category_Give f classless,Footwear_Care,0.510603522466,Footwear_Care,0.510603522466,,0.0,0.510603522466,web2nl,True,True,True
SynData23Nov_00697,How do I clean these boots?,Footwear_Care,Footwear_Care,classless how do clean these _class_Category_Give f classless,Footwear_Care,0.510603522466,Footwear_Care,0.510603522466,,0.0,0.510603522466,web2nl,True,True,True
SynData23Nov_00698,How do I clean Columbia shoes?,Footwear_Care,Footwear_Care,classless how do clean _class_location _class_Category_Give f classless,Footwear_Care,0.54922058076,Footwear_Care,0.54922058076,,0.0,0.54922058076,web2nl,True,True,True
SynData23Nov_00699,How do I clean Sorel shoes?,Footwear_Care,Footwear_Care,classless how do clean morel _class_Category_Give f classless,Footwear_Care,0.446425894916,Footwear_Care,0.446425894916,,0.0,0.446425894916,web2nl,True,True,True
SynData23Nov_00700,How do I clean Sorel boots?,Footwear_Care,Footwear_Care,classless how do clean morel _class_Category_Give f classless,Footwear_Care,0.446425894916,Footwear_Care,0.446425894916,,0.0,0.446425894916,web2nl,True,True,True
SynData23Nov_00701,Prevent the rubber from cracking,Footwear_Care,Footwear_Care,classless prevent rubber from crack classless,Footwear_Care,0.953860395332,Footwear_Care,0.953860395332,,0.0,0.953860395332,web2nl,True,True,True
